302277-302277	10035	1504482375-1504486034	173-329
302277-302277	3911	1504486035-1504487479	330-391
302279-302280	8798	1504510556-1504515950	1-152
302322-302322	10023	1504547057-1504551107	36-209
302322-302322	10032	1504551107-1504555232	210-386
302322-302322	10046	1504555234-1504559616	387-574
302322-302322	10000	1504559616-1504564231	575-772
302322-302322	4558	1504564232-1504566515	773-870
302328-302328	10063	1504576223-1504579616	45-190
302328-302328	10000	1504579616-1504583089	191-339
302328-302328	10047	1504583090-1504586725	340-495
302328-302328	10015	1504586726-1504590618	496-662
302328-302328	3207	1504590620-1504592017	663-722
302337-302342	12471	1504603085-1504608201	30-72
302343-302343	6966	1504608736-1504610974	1-97
302344-302344	10046	1504611195-1504614479	3-143
302344-302344	10065	1504614480-1504617999	144-294
302344-302344	10047	1504618000-1504621612	295-449
302344-302350	10019	1504621613-1504626907	450-136
302388-302388	10089	1504637286-1504639901	29-141
302388-302388	10020	1504639901-1504642628	142-258
302388-302388	10071	1504642629-1504645332	259-374
302388-302388	10021	1504645333-1504648199	375-497
302388-302388	10057	1504648200-1504651044	498-619
302388-302388	7081	1504651044-1504653328	620-717
302392-302392	10028	1504663125-1504665503	47-149
302392-302392	10041	1504665504-1504667834	150-249
302392-302392	10093	1504667835-1504670235	250-352
302392-302392	3665	1504670236-1504671164	353-392
302393-302393	10052	1504671548-1504674088	1-109
302393-302393	10078	1504674089-1504676769	110-224
302393-302393	10007	1504676770-1504679473	225-340
302393-302393	10094	1504679473-1504682270	341-460
302393-302393	10029	1504682271-1504685208	461-586
302393-302393	10015	1504685208-1504688237	587-716
302393-302393	10031	1504688238-1504691525	717-857
302393-302393	2185	1504691527-1504692224	858-887
302448-302448	10096	1504731001-1504733440	24-128
302448-302448	10059	1504733441-1504735865	129-232
302448-302448	10051	1504735865-1504738499	233-345
302448-302448	10033	1504738499-1504741203	346-461
302448-302448	10039	1504741203-1504744000	462-581
302448-302448	10071	1504744001-1504746891	582-705
302448-302448	10066	1504746891-1504749922	706-835
302448-302448	10024	1504749922-1504752952	836-965
302448-302448	10047	1504752952-1504756215	966-1105
302448-302448	10007	1504756216-1504759595	1106-1250
302448-302448	10009	1504759596-1504763139	1251-1402
302448-302448	10049	1504763139-1504766821	1403-1560
302448-302448	10034	1504766822-1504770691	1561-1726
302448-302448	10051	1504770692-1504774864	1727-1905
302448-302448	1173	1504774865-1504775353	1906-1926
302472-302472	10067	1504783693-1504785971	31-128
302472-302472	10006	1504785971-1504788302	129-228
302472-302472	10080	1504788302-1504790773	229-334
302472-302472	10084	1504790774-1504793314	335-443
302472-302472	10044	1504793314-1504795902	444-554
302472-302472	10009	1504795902-1504798652	555-672
302472-302472	10071	1504798653-1504801449	673-792
302472-302472	662	1504801451-1504801646	793-801
302473-302473	10076	1504801976-1504804890	1-125
302473-302473	10040	1504804890-1504807943	126-256
302473-302473	8223	1504807943-1504810553	257-368
302474-302474	10004	1504811836-1504815099	1-140
302474-302474	10021	1504815100-1504818539	141-288
302474-302475	569	1504818560-1504819105	289-2
302476-302476	10009	1504819376-1504823104	2-161
302476-302476	5734	1504823104-1504825388	162-259
302479-302479	10099	1504833648-1504835959	32-131
302479-302479	10099	1504835959-1504838267	132-230
302479-302479	10057	1504838267-1504840691	231-334
302479-302479	546	1504840691-1504840831	335-340
302484-302484	10081	1504850837-1504853214	8-109
302484-302484	6282	1504853215-1504854625	110-170
302485-302485	10076	1504855043-1504857420	1-102
302485-302485	10019	1504857421-1504859892	103-208
302485-302485	10087	1504859892-1504862432	209-317
302485-302485	10051	1504862433-1504865160	318-434
302485-302485	10054	1504865161-1504867863	435-550
302485-302485	10043	1504867864-1504870731	551-673
302485-302485	10020	1504870733-1504873715	674-801
302485-302492	12204	1504873715-1504879578	802-54
302493-302493	68	1504879798-1504879819	1-1
302494-302494	10064	1504880002-1504883313	1-142
302494-302494	10058	1504883313-1504886739	143-289
302494-302494	10002	1504886739-1504890305	290-442
302494-302494	10001	1504890306-1504894152	443-607
302494-302494	655	1504894152-1504894408	608-618
302509-302509	2193	1504912333-1504912799	73-92
302513-302513	5333	1504923602-1504924750	40-89
302522-302523	5057	1504941783-1504943242	32-48
302525-302525	10044	1504943924-1504946325	1-103
302525-302525	10020	1504946325-1504948843	104-211
302525-302525	10031	1504948843-1504951407	212-321
302525-302525	10032	1504951407-1504954158	322-439
302525-302525	10042	1504954158-1504957001	440-561
302525-302525	10074	1504957002-1504961501	562-754
302525-302525	1025	1504961501-1504961800	755-767
302526-302526	10007	1504962057-1504965203	1-135
302526-302526	10038	1504965204-1504968444	136-274
302526-302526	10072	1504968444-1504971823	275-419
302526-302526	10057	1504971825-1504975553	420-579
302526-302526	209	1504975554-1504975623	580-582
303825-303825	10040	1506238701-1506242663	1-170
303825-303825	593	1506242664-1506242896	171-180
303832-303832	10058	1506251534-1506253806	54-151
303832-303832	10032	1506253806-1506256020	152-246
303832-303832	10080	1506256020-1506258305	247-344
303832-303832	10078	1506258305-1506260682	345-446
303832-303832	10069	1506260683-1506263200	447-554
303832-303832	10075	1506263200-1506265811	555-666
303832-303832	10061	1506265811-1506268538	667-783
303832-303832	10008	1506268539-1506271289	784-901
303832-303832	10011	1506271289-1506274203	902-1026
303832-303832	10041	1506274203-1506277326	1027-1160
303832-303832	10030	1506277327-1506280566	1161-1299
303832-303832	10033	1506280567-1506284063	1300-1449
303832-303832	10033	1506284063-1506287676	1450-1604
303832-303832	10029	1506287677-1506291499	1605-1768
303832-303832	8154	1506291500-1506294879	1769-1913
303838-303838	10098	1506304100-1506306750	54-167
303838-303838	10123	1506306750-1506308755	168-253
303838-303838	10017	1506308755-1506310862	254-344
303838-303838	10002	1506310881-1506312974	345-434
303838-303838	10006	1506312974-1506315165	435-528
303838-303838	10001	1506315165-1506317449	529-626
303838-303838	10048	1506317450-1506319804	627-727
303838-303838	10000	1506319804-1506322205	728-830
303838-303838	10005	1506322205-1506324746	831-939
303838-303838	10093	1506324747-1506327403	940-1053
303838-303838	10074	1506327404-1506330177	1054-1172
303838-303838	10004	1506330178-1506333044	1173-1295
303838-303838	10008	1506333046-1506336051	1296-1424
303838-303838	10023	1506336052-1506339315	1425-1564
303838-303838	10040	1506339316-1506342719	1565-1710
303838-303838	10022	1506342719-1506346307	1711-1864
303838-303838	10067	1506346309-1506350295	1865-2035
303838-303838	512	1506350295-1506350504	2036-2044
303885-303885	10049	1506366558-1506368608	60-147
303885-303885	10097	1506368609-1506370613	148-233
303885-303885	10074	1506370613-1506372640	234-320
303885-303885	10100	1506372641-1506374715	321-409
303885-303885	10028	1506374716-1506376859	410-501
303885-303885	10073	1506376860-1506379052	502-595
303885-303885	10052	1506379052-1506381336	596-693
303885-303885	10096	1506381336-1506383621	694-791
303885-303885	10091	1506383621-1506386045	792-895
303885-303885	10066	1506386045-1506388562	896-1003
303885-303885	10027	1506388563-1506391197	1004-1116
303885-303885	10016	1506391197-1506393924	1117-1233
303885-303885	10069	1506393924-1506396791	1234-1356
303885-303885	10040	1506396792-1506399728	1357-1482
303885-303885	10025	1506399729-1506402828	1483-1615
303885-303885	10045	1506402829-1506406232	1616-1761
303885-303885	10028	1506406233-1506409752	1762-1912
303885-303885	8653	1506409753-1506413015	1913-2052
303948-303948	10113	1506430053-1506432206	55-147
303948-303948	10090	1506432207-1506434234	148-234
303948-303948	10044	1506434235-1506436356	235-325
303948-303948	10121	1506436356-1506438454	326-415
303948-303948	10017	1506438454-1506440622	416-508
303948-303948	10096	1506440622-1506442929	509-607
303948-303948	10051	1506442930-1506445261	608-707
303948-303948	10033	1506445261-1506447521	708-804
303948-303948	10076	1506447523-1506449899	805-906
303948-303948	10044	1506449899-1506452370	907-1012
303948-303948	10068	1506452370-1506454935	1013-1122
303948-303948	10004	1506454935-1506457591	1123-1236
303948-303948	10053	1506457592-1506460459	1237-1359
303948-303948	10034	1506460459-1506463466	1360-1488
303948-303948	10022	1506463467-1506466613	1489-1623
303948-303948	3904	1506466614-1506467894	1624-1678
303998-303998	10019	1506495889-1506497800	58-139
303998-303998	10074	1506497800-1506499735	140-222
303998-303998	10060	1506499735-1506501739	223-308
303998-303998	694	1506501740-1506501891	309-315
303999-303999	10027	1506502301-1506504352	1-88
303999-303999	10098	1506504352-1506506473	89-179
303999-303999	10003	1506506474-1506508571	180-269
303999-303999	10081	1506508571-1506510785	270-364
303999-303999	10018	1506510786-1506513024	365-460
303999-303999	10028	1506513024-1506515378	461-561
303999-303999	10004	1506515378-1506517919	562-670
303999-304000	11405	1506517919-1506521105	671-56
304062-304062	10066	1506544644-1506546788	54-145
304062-304062	10088	1506546788-1506548793	146-231
304062-304062	10060	1506548793-1506550891	232-321
304062-304062	10057	1506550891-1506553035	322-413
304062-304062	10059	1506553036-1506555273	414-509
304062-304062	10087	1506555274-1506557581	510-608
304062-304062	10099	1506557581-1506559958	609-710
304062-304062	10018	1506559959-1506562313	711-811
304062-304062	10095	1506562313-1506564784	812-917
304062-304062	10000	1506564784-1506567348	918-1027
304062-304062	10062	1506567348-1506570029	1028-1142
304062-304062	10030	1506570030-1506572873	1143-1264
304062-304062	10048	1506572873-1506575857	1265-1392
304062-304062	10050	1506575857-1506578934	1393-1524
304062-304062	10049	1506578934-1506582336	1525-1670
304062-304062	10013	1506582337-1506585810	1671-1819
304062-304062	10039	1506585811-1506589494	1820-1977
304062-304062	1914	1506589494-1506590356	1978-2014
304120-304120	10120	1506603636-1506605478	1-79
304120-304120	10053	1506605478-1506607412	80-162
304120-304120	10068	1506607412-1506609371	163-246
304120-304120	191	1506609371-1506609411	247-248
304125-304125	10072	1506609610-1506611615	1-86
304125-304125	10029	1506611615-1506613666	87-174
304125-304125	10003	1506613667-1506615811	175-266
304125-304125	10083	1506615811-1506618049	267-362
304125-304125	10043	1506618049-1506620333	363-460
304125-304125	10032	1506620334-1506622665	461-560
304125-304125	10009	1506622665-1506625112	561-665
304125-304125	10064	1506625112-1506627606	666-772
304125-304125	10007	1506627607-1506630287	773-887
304125-304125	10014	1506630287-1506633154	888-1010
304125-304125	10042	1506633155-1506636138	1011-1138
304125-304125	10029	1506636138-1506639308	1139-1274
304125-304125	10009	1506639309-1506642595	1275-1415
304125-304125	10014	1506642595-1506646092	1416-1565
304125-304125	10051	1506646093-1506649821	1566-1725
304125-304125	2332	1506649822-1506650847	1726-1769
304144-304144	10079	1506663107-1506664925	86-163
304144-304144	10091	1506664926-1506666813	164-244
304144-304144	10112	1506666814-1506668655	245-323
304144-304144	10094	1506668655-1506670520	324-403
304144-304144	10101	1506670520-1506672478	404-487
304144-304144	10131	1506672478-1506674506	488-574
304144-304144	10009	1506674506-1506676511	575-660
304144-304144	10027	1506676513-1506678562	661-748
304144-304144	10071	1506678563-1506680660	749-838
304144-304144	10038	1506680660-1506682828	839-931
304144-304144	10107	1506682829-1506685089	932-1028
304144-304144	10033	1506685090-1506687351	1029-1125
304144-304144	10040	1506687351-1506689728	1126-1227
304144-304144	10024	1506689729-1506692246	1228-1335
304144-304144	10003	1506692246-1506694950	1336-1451
304144-304144	10061	1506694950-1506698237	1452-1592
304144-304144	10006	1506698237-1506701197	1593-1719
304144-304144	10021	1506701198-1506704298	1720-1852
304144-304144	10083	1506704298-1506707491	1853-1989
304144-304144	10056	1506707492-1506710895	1990-2135
304144-304144	10033	1506710897-1506714461	2136-2288
304144-304144	10030	1506714462-1506718307	2289-2453
304144-304144	10004	1506718308-1506722457	2454-2631
304144-304144	1000	1506722458-1506723040	2632-2656
304158-304158	10003	1506753246-1506755315	165-253
304158-304158	10106	1506755316-1506757366	254-341
304158-304158	10030	1506757367-1506759464	342-431
304158-304158	10001	1506759465-1506761609	432-523
304158-304158	10031	1506761609-1506763800	524-617
304158-304158	10001	1506763800-1506766178	618-719
304158-304158	10016	1506766178-1506768556	720-821
304158-304158	10011	1506768556-1506771073	822-929
304158-304158	10008	1506771074-1506773684	930-1041
304158-304158	10026	1506773684-1506776435	1042-1159
304158-304158	10016	1506776437-1506779302	1160-1282
304158-304158	10000	1506779303-1506782239	1283-1408
304158-304158	10001	1506782240-1506785316	1409-1540
304158-304158	10001	1506785317-1506788648	1541-1683
304158-304158	10027	1506788650-1506792100	1684-1831
304158-304158	10030	1506792101-1506795619	1832-1982
304158-304158	6009	1506795621-1506798068	1983-2087
304169-304169	10067	1506809520-1506811525	50-135
304169-304169	10027	1506811525-1506813529	136-221
304169-304169	10099	1506813529-1506815604	222-310
304169-304169	10094	1506815605-1506817725	311-401
304169-304169	10007	1506817726-1506819893	402-494
304169-304169	10012	1506819894-1506822178	495-592
304169-304169	10032	1506822178-1506824555	593-694
304169-304169	10122	1506824556-1506827096	695-803
304169-304169	10026	1506827097-1506829661	804-913
304169-304169	10050	1506829661-1506832341	914-1028
304169-304169	10014	1506832342-1506835139	1029-1148
304169-304169	10008	1506835139-1506838192	1149-1279
304169-304169	10050	1506838193-1506841362	1280-1415
304169-304169	10021	1506841363-1506844673	1416-1557
304169-304169	10009	1506844673-1506848120	1558-1705
304169-304169	621	1506848123-1506848332	1706-1714
304170-304170	10006	1506848907-1506852613	1-159
304170-304170	10064	1506852613-1506856459	160-324
304170-304170	10038	1506856460-1506860678	325-505
304170-304170	5680	1506860679-1506863359	506-620
304199-304199	22	1506883952-1506884020	10-12
304200-304200	10001	1506884155-1506886089	1-83
304200-304200	10055	1506886090-1506888071	84-168
304200-304200	10108	1506888071-1506890075	169-254
304200-304200	7529	1506890076-1506891637	255-321
304204-304204	10094	1506901289-1506903291	55-140
304204-304204	10052	1506903291-1506905203	141-222
304204-304204	10055	1506905203-1506907137	223-305
304204-304204	10004	1506907138-1506909119	306-390
304204-304204	10034	1506909119-1506911193	391-479
304204-304204	10036	1506911194-1506913291	480-569
304204-304204	4162	1506913292-1506914177	570-607
304209-304209	10003	1506922428-1506924339	52-133
304209-304209	10062	1506924363-1506926694	135-234
304209-304209	10034	1506926694-1506928722	235-321
304209-304209	10095	1506928722-1506930773	322-409
304209-304209	7899	1506930774-1506932358	410-477
304291-304291	1318	1506966021-1506966508	56-77
304292-304292	10110	1506966701-1506969008	1-99
304292-304292	10002	1506969009-1506971013	100-185
304292-304292	10062	1506971013-1506973111	186-275
304292-304292	10079	1506973111-1506975699	276-386
304292-304292	10033	1506975699-1506978030	387-486
304292-304292	10051	1506978030-1506980384	487-587
304292-304292	10078	1506980385-1506982831	588-692
304292-304292	10058	1506982832-1506985419	693-803
304292-304292	10018	1506985420-1506988123	804-919
304292-304292	10063	1506988124-1506990967	920-1041
304292-304292	10039	1506990967-1506995303	1042-1227
304292-304292	10025	1506995303-1506998497	1228-1364
304292-304292	10043	1506998497-1507001806	1365-1506
304292-304292	10027	1507001807-1507005280	1507-1655
304292-304292	9461	1507005280-1507008914	1656-1811
304333-304333	10057	1507031415-1507033326	74-155
304333-304333	10056	1507033327-1507035168	156-234
304333-304333	10107	1507035168-1507037219	235-322
304333-304333	10058	1507037219-1507039130	323-404
304333-304333	10066	1507039131-1507041159	405-491
304333-304333	10012	1507041159-1507043233	492-580
304333-304333	10044	1507043234-1507045378	581-672
304333-304333	10025	1507045378-1507047639	673-769
304333-304333	10084	1507047639-1507049994	770-870
304333-304333	10082	1507049994-1507052371	871-972
304333-304333	10067	1507052372-1507054935	973-1082
304333-304333	10039	1507054936-1507057569	1083-1195
304333-304333	10003	1507057570-1507060343	1196-1314
304333-304333	10076	1507060344-1507063257	1315-1439
304333-304333	10052	1507063258-1507066358	1440-1572
304333-304333	5332	1507066358-1507068246	1573-1653
304354-304354	10019	1507087078-1507088989	82-163
304354-304354	10042	1507088989-1507090877	164-244
304354-304354	6321	1507090877-1507092066	245-295
304366-304366	10146	1507108829-1507110638	44-121
304366-304366	10010	1507110638-1507112456	122-199
304366-304366	10103	1507112456-1507114321	200-279
304366-304366	10090	1507114321-1507116348	280-366
304366-304366	10007	1507116349-1507118307	367-450
304366-304366	10060	1507118307-1507120218	451-532
304366-304366	10103	1507120219-1507122270	533-620
304366-304366	10040	1507122270-1507124415	621-712
304366-304366	10081	1507124415-1507126629	713-807
304366-304366	10087	1507126629-1507128937	808-906
304366-304366	10087	1507128937-1507131361	907-1010
304366-304366	10002	1507131362-1507133809	1011-1115
304366-304366	10068	1507133809-1507136396	1116-1226
304366-304366	10059	1507136397-1507139124	1227-1343
304366-304366	10022	1507139124-1507142317	1344-1480
304366-304366	10046	1507142318-1507145371	1481-1611
304366-304366	10018	1507145372-1507148611	1612-1750
304366-304366	7287	1507148612-1507151479	1751-1873
304446-304446	6421	1507164418-1507165642	40-92
304447-304447	10086	1507166255-1507168143	1-81
304447-304447	10120	1507168143-1507170147	82-167
304447-304447	10046	1507170148-1507172082	168-250
304447-304447	10081	1507172083-1507174064	251-335
304447-304447	10020	1507174064-1507176161	336-425
304447-304447	10018	1507176162-1507178306	426-517
304447-304447	10076	1507178307-1507180684	518-619
304447-304447	10016	1507180684-1507182969	620-717
304447-304447	10003	1507182969-1507185416	718-822
304447-304447	10023	1507185416-1507187957	823-931
304447-304447	10035	1507187957-1507190544	932-1042
304447-304447	10070	1507190545-1507193295	1043-1160
304447-304447	10020	1507193295-1507196163	1161-1283
304447-304447	10002	1507196163-1507199170	1284-1412
304447-304447	10058	1507199170-1507202480	1413-1554
304447-304451	9157	1507202480-1507206917	1555-54
304505-304505	2915	1507229594-1507230125	60-82
304506-304506	10066	1507230289-1507232060	1-76
304506-304506	10001	1507232061-1507233832	77-152
304506-304506	10010	1507233832-1507235790	153-236
304506-304506	10011	1507235790-1507237632	237-315
304506-304506	6727	1507237632-1507238907	316-370
304507-304507	10066	1507239134-1507241698	1-110
304507-304507	10101	1507241698-1507244472	111-229
304507-304507	437	1507244472-1507244587	230-234
304508-304508	10066	1507244822-1507247013	1-94
304508-304508	10030	1507247013-1507249297	95-192
304508-304508	10004	1507249298-1507251698	193-295
304508-304508	10062	1507251698-1507254123	296-399
304508-304508	10088	1507254123-1507256733	400-511
304508-304508	10018	1507256734-1507259436	512-627
304508-304508	10015	1507259438-1507262304	628-750
304508-304508	10012	1507262305-1507265289	751-878
304508-304508	10064	1507265289-1507268412	879-1012
304508-304508	10045	1507268413-1507271815	1013-1158
304508-304508	10028	1507271816-1507275615	1159-1321
304508-304508	184	1507275615-1507275685	1322-1324
304562-304562	10109	1507293037-1507294943	52-133
304562-304562	10065	1507294944-1507296901	134-217
304562-304562	10063	1507296901-1507298696	218-294
304562-304562	10103	1507298697-1507300677	295-379
304562-304562	10028	1507300678-1507302588	380-461
304562-304562	10032	1507302589-1507304593	462-547
304562-304562	10028	1507304594-1507306738	548-639
304562-304562	10019	1507306739-1507308929	640-733
304562-304562	10007	1507308930-1507311327	734-836
304562-304562	859	1507311371-1507311604	838-848
304616-304616	10087	1507328128-1507330016	52-132
304616-304616	10088	1507330017-1507332068	133-220
304616-304616	10048	1507332068-1507334003	221-303
304616-304616	10013	1507334003-1507335961	304-387
304616-304616	10088	1507335961-1507337919	388-471
304616-304616	10106	1507337919-1507340016	472-561
304616-304616	10018	1507340017-1507342161	562-653
304616-304616	10059	1507342162-1507344539	654-755
304616-304616	10002	1507344539-1507346964	756-859
304616-304616	10085	1507346964-1507349457	860-966
304616-304616	3472	1507349458-1507350296	967-1002
304625-304625	10065	1507361754-1507363966	73-167
304625-304625	10091	1507363966-1507365947	168-252
304625-304625	10076	1507365947-1507367859	253-334
304625-304625	10045	1507367859-1507369956	335-424
304625-304625	10077	1507369957-1507371845	425-505
304625-304626	3832	1507371845-1507372909	506-8
304654-304654	10126	1507425937-1507427872	53-135
304654-304654	10103	1507427872-1507429783	136-217
304654-304654	10026	1507429783-1507431835	218-305
304654-304654	10087	1507431835-1507433862	306-392
304654-304654	10013	1507433863-1507436403	393-501
304654-304654	10006	1507436404-1507439084	502-616
304654-304654	6783	1507439085-1507440966	617-697
304655-304655	10066	1507441189-1507443450	1-97
304655-304655	10066	1507443451-1507445804	98-198
304655-304655	10037	1507445805-1507448299	199-305
304655-304655	10056	1507448299-1507450862	306-415
304655-304655	10005	1507450864-1507453591	416-532
304655-304655	10055	1507453591-1507456364	533-651
304655-304655	10044	1507456365-1507459325	652-778
304655-304655	10046	1507459326-1507462425	779-911
304655-304655	10044	1507462426-1507465829	912-1057
304655-304655	8507	1507465829-1507469022	1058-1194
304661-304661	10091	1507477788-1507479722	53-135
304661-304661	7259	1507479723-1507481190	136-198
304662-304662	10002	1507482168-1507484242	1-89
304662-304662	6351	1507484243-1507485464	90-142
304663-304663	10039	1507485687-1507487715	1-87
304663-304663	10091	1507487715-1507489767	88-175
304663-304663	10019	1507489767-1507491956	176-269
304663-304663	10083	1507491958-1507494266	270-368
304663-304663	10071	1507494266-1507496595	369-468
304663-304663	10072	1507496597-1507498997	469-571
304663-304663	10014	1507498998-1507501539	572-680
304663-304663	816	1507501539-1507501747	681-689
304671-304671	10065	1507509788-1507511757	51-135
304671-304671	10071	1507511758-1507513669	136-217
304671-304671	10110	1507513669-1507515767	218-307
304671-304671	10002	1507515767-1507517678	308-389
304671-304671	10010	1507517679-1507519683	390-475
304671-304671	10090	1507519683-1507521804	476-566
304671-304671	10004	1507521805-1507523972	567-659
304671-304671	10091	1507523973-1507526210	660-755
304671-304671	10069	1507526210-1507528541	756-855
304671-304671	10022	1507528541-1507530989	856-960
304671-304671	10070	1507530989-1507533553	961-1070
304671-304672	14920	1507533554-1507537947	1071-60
304737-304737	9146	1507578796-1507580528	69-143
304738-304738	10063	1507580680-1507582592	1-82
304738-304738	10034	1507582592-1507584480	83-163
304738-304738	10070	1507584480-1507586415	164-246
304738-304738	10075	1507586415-1507588536	247-337
304738-304738	10021	1507588536-1507590541	338-423
304738-304738	10064	1507590541-1507592592	424-511
304738-304738	10028	1507592592-1507594783	512-605
304738-304738	10004	1507594783-1507597021	606-701
304738-304738	10023	1507597022-1507599376	702-802
304738-304738	10070	1507599376-1507601823	803-907
304738-304738	10053	1507601824-1507604364	908-1016
304738-304738	10020	1507604365-1507607068	1017-1132
304738-304738	10057	1507607068-1507609912	1133-1254
304738-304738	10038	1507609912-1507612872	1255-1381
304738-304738	10055	1507612873-1507616088	1382-1519
304738-304738	10010	1507616091-1507619562	1520-1668
304738-304739	1262	1507619563-1507620251	1669-13
304740-304740	10016	1507620327-1507623985	1-157
304740-304740	7068	1507623986-1507626806	158-278
304776-304776	3316	1507637301-1507638197	49-87
304777-304777	10069	1507638470-1507640464	1-86
304777-304777	10103	1507640465-1507642423	87-170
304777-304777	10008	1507642423-1507644404	171-255
304777-304777	10047	1507644405-1507646549	256-347
304777-304777	10005	1507646549-1507648763	348-442
304777-304777	6447	1507648764-1507650173	443-503
304778-304778	10030	1507650426-1507652757	4-103
304778-304778	10036	1507652757-1507655134	104-205
304778-304778	10012	1507655135-1507657652	206-313
304778-304778	10005	1507657652-1507660240	314-424
304778-304778	10083	1507660240-1507662967	425-541
304778-304778	10056	1507662967-1507665717	542-659
304778-304778	10032	1507665718-1507668655	660-785
304778-304778	10074	1507668655-1507671918	786-925
304778-304778	10046	1507671919-1507675438	926-1076
304778-304778	10008	1507675439-1507679191	1077-1237
304778-304778	3527	1507679192-1507680660	1238-1300
304797-304797	10096	1507705458-1507707685	28-123
304797-304797	10017	1507707686-1507709713	124-210
304797-304797	10008	1507709714-1507711810	211-300
304797-304797	10066	1507711813-1507714072	301-397
304797-304797	10060	1507714073-1507716170	398-487
304797-304797	10055	1507716171-1507718315	488-579
304797-304797	10030	1507718315-1507720553	580-675
304797-304797	10015	1507720553-1507722837	676-773
304797-304797	10024	1507722838-1507725355	774-881
304797-304797	10050	1507725355-1507727966	882-993
304797-304797	10002	1507727966-1507730600	994-1106
304797-304797	10010	1507730601-1507733396	1107-1226
304797-304797	10040	1507733397-1507736357	1227-1353
304797-304797	10019	1507736358-1507739482	1354-1487
304797-304797	10044	1507739482-1507742815	1488-1630
304797-304797	10018	1507742815-1507746428	1631-1785
304797-304797	10032	1507746428-1507750157	1786-1945
304797-304797	10051	1507750158-1507754121	1946-2115
304797-304797	10018	1507754121-1507758480	2116-2302
304797-304797	10035	1507758481-1507763235	2303-2506
304797-304797	10007	1507763236-1507768386	2507-2727
304797-304797	8746	1507768388-1507773585	2728-2950
305044-305044	10076	1507928444-1507930518	3-91
305044-305044	10113	1507930519-1507932710	92-185
305044-305044	3793	1507932710-1507935985	186-326
305045-305045	10092	1507936266-1507938550	1-98
305045-305045	10067	1507938550-1507940975	99-202
305045-305045	10012	1507940975-1507943539	203-312
305045-305045	10088	1507943539-1507946150	313-424
305045-305045	10080	1507946150-1507948761	425-536
305045-305045	10016	1507948761-1507951558	537-656
305045-305045	10016	1507951558-1507954542	657-784
305045-305045	6555	1507954542-1507956587	785-872
305046-305046	10037	1507956704-1507960014	1-142
305046-305046	10053	1507960016-1507963557	143-294
305046-305046	10061	1507963557-1507967380	295-458
305046-305046	10010	1507967380-1507971389	459-630
305046-305046	2641	1507971390-1507972695	631-686
305059-305059	10097	1507981498-1507983619	63-153
305059-305059	10048	1507983619-1507985741	154-244
305059-305059	10080	1507985741-1507988002	245-341
305059-305059	10097	1507988002-1507990379	342-443
305059-305059	10089	1507990380-1507992874	444-550
305059-305063	5369	1507992874-1507995094	551-35
305064-305064	10088	1507995265-1507997666	1-103
305064-305064	10047	1507997667-1508000137	104-209
305064-305064	10026	1508000138-1508002795	210-323
305064-305064	10018	1508002795-1508005452	324-437
305064-305064	10001	1508005452-1508008249	438-557
305064-305064	10041	1508008250-1508011303	558-688
305064-305064	10064	1508011304-1508014473	689-824
305064-305064	10013	1508014474-1508017853	825-969
305064-305064	10056	1508017854-1508021420	970-1122
305064-305064	10067	1508021422-1508025266	1123-1287
305064-305064	10060	1508025267-1508029369	1288-1463
305064-305064	10039	1508029369-1508033914	1464-1658
305064-305064	10036	1508033915-1508038948	1659-1874
305064-305064	7182	1508038951-1508042936	1875-2045
305081-305081	10070	1508058392-1508060524	54-145
305081-305081	10084	1508060525-1508062692	146-238
305081-305081	10088	1508062692-1508064860	239-331
305081-305081	10031	1508064860-1508067075	332-426
305081-305081	10056	1508067075-1508069383	427-525
305081-305081	10086	1508069383-1508071620	526-621
305081-305081	10001	1508071621-1508073882	622-718
305081-305081	10098	1508073882-1508076306	719-822
305081-305081	10027	1508076306-1508078846	823-931
305081-305081	10083	1508078847-1508081457	932-1043
305081-305081	5481	1508081458-1508082949	1044-1107
305112-305112	10068	1508108818-1508110963	68-159
305112-305112	10019	1508110963-1508113154	160-253
305112-305112	10034	1508113154-1508115345	254-347
305112-305112	10031	1508115345-1508117536	348-441
305112-305112	10066	1508117537-1508119867	442-541
305112-305112	10004	1508119868-1508122035	542-634
305112-305112	10037	1508122036-1508124343	635-733
305112-305112	10000	1508124344-1508126744	734-836
305112-305112	10081	1508126745-1508129262	837-944
305112-305112	10007	1508129262-1508131896	945-1057
305112-305112	10006	1508131897-1508134600	1058-1173
305112-305112	10075	1508134600-1508137421	1174-1294
305112-305112	10008	1508137421-1508140404	1295-1422
305112-305113	11623	1508140405-1508144613	1423-67
305114-305114	10033	1508144721-1508148147	1-147
305114-305114	10014	1508148147-1508151853	148-306
305114-305114	10006	1508151854-1508155956	307-482
305114-305114	2558	1508155956-1508156982	483-526
305178-305182	7322	1508174393-1508176926	69-5
305183-305183	10028	1508177095-1508179286	1-94
305183-305183	10015	1508179286-1508181454	95-187
305183-305184	4791	1508181454-1508183530	188-6
305186-305186	10076	1508183928-1508186282	1-101
305186-305186	10099	1508186282-1508188729	102-206
305186-305186	10065	1508188730-1508191084	207-307
305186-305186	10033	1508191084-1508193532	308-412
305186-305186	816	1508193532-1508193744	413-422
305188-305188	10048	1508195224-1508197880	1-114
305188-305188	10080	1508197881-1508200678	115-234
305188-305188	10030	1508200678-1508203639	235-361
305188-305188	10068	1508203639-1508206809	362-497
