300155-300155	10142	1501442630-1501444612	123-207
300155-300155	10113	1501444612-1501446593	208-292
300155-300155	10059	1501446593-1501448551	293-376
300155-300155	10085	1501448551-1501450579	377-463
300155-300155	10012	1501450579-1501452700	464-554
300155-300155	10009	1501452701-1501455031	555-654
300155-300155	10047	1501455032-1501457153	655-745
300155-300155	10101	1501457153-1501459507	746-846
300155-300155	10007	1501459508-1501462141	847-959
300155-300155	10032	1501462142-1501464566	960-1063
300155-300155	10019	1501464566-1501467480	1064-1188
300155-300156	8189	1501467480-1501469890	1189-64
300157-300157	10014	1501470882-1501473632	9-126
300157-300157	10016	1501473633-1501476500	127-249
300157-300157	10052	1501476500-1501479484	250-377
300157-300157	10066	1501479484-1501482654	378-513
300157-300157	10058	1501482654-1501485848	514-650
300157-300157	10052	1501485848-1501489298	651-798
300157-300157	10064	1501489298-1501492905	799-953
300157-300157	9569	1501492912-1501496500	954-1107
300226-300226	10062	1501520724-1501522643	48-130
300226-300226	10099	1501522643-1501524554	131-212
300226-300226	10095	1501524554-1501526349	213-289
300226-300226	10017	1501526349-1501528237	290-370
300226-300226	9969	1501528237-1501530055	371-448
300233-300233	10037	1501539043-1501540866	49-127
300233-300234	9434	1501540866-1501542996	128-54
300235-300235	10113	1501543310-1501545152	1-79
300235-300235	10047	1501545152-1501547040	80-160
300235-300235	1422	1501547040-1501547282	161-171
300236-300236	10051	1501547967-1501549855	11-91
300236-300236	10028	1501549856-1501551790	92-174
300236-300236	354	1501551790-1501551877	175-178
300237-300237	10061	1501552096-1501554077	1-85
300237-300237	10022	1501554077-1501556151	86-174
300237-300237	10032	1501556152-1501558273	175-265
300237-300237	10107	1501558273-1501560534	266-362
300237-300237	10072	1501560534-1501562865	363-462
300237-300237	10069	1501562865-1501565336	463-568
300237-300237	10044	1501565337-1501567947	569-680
300237-300237	2903	1501567955-1501568716	681-713
300238-300238	10053	1501569590-1501572550	30-156
300238-300238	10035	1501572550-1501575651	157-289
300238-300238	1936	1501575651-1501576225	290-314
300239-300239	10017	1501576601-1501579701	1-133
300239-300239	4166	1501579701-1501581409	134-207
300240-300240	10017	1501582282-1501586054	2-163
300240-300240	10013	1501586055-1501589691	164-319
300240-300240	1936	1501589691-1501590535	320-356
300280-300280	10013	1501649339-1501651758	55-158
300280-300280	10137	1501651758-1501654788	159-288
300280-300280	10125	1501654789-1501657259	289-394
300280-300280	10110	1501657259-1501659217	395-478
300280-300280	10067	1501659218-1501661339	479-569
300280-300280	10042	1501661339-1501664113	570-688
300280-300281	841	1501664113-1501664578	689-8
300282-300282	10095	1501664893-1501667457	1-110
300282-300283	6785	1501667457-1501669831	111-26
300284-300284	10079	1501670136-1501673306	1-136
300284-300284	10002	1501673306-1501675754	137-241
300284-300284	10038	1501675754-1501678435	242-356
300284-300284	10040	1501678435-1501681138	357-472
300284-300284	10061	1501681139-1501684099	473-599
300284-300284	10033	1501684099-1501687153	600-730
300284-300284	1740	1501687153-1501687643	731-751
300364-300372	10238	1501762516-1501767305	30-8
300373-300374	1584	1501767575-1501768411	1-12
300375-300375	9624	1501768695-1501770861	1-93
300389-300389	10107	1501786122-1501789142	1-130
300389-300395	10103	1501789142-1501792893	131-13
300396-300399	5079	1501793166-1501795288	1-17
300400-300400	10029	1501795592-1501797550	1-84
300400-300400	10061	1501797550-1501799484	85-167
300400-300400	10094	1501799485-1501801536	168-255
300400-300400	10085	1501801536-1501803680	256-347
300400-300400	10070	1501803681-1501805824	348-439
300400-300400	10004	1501805825-1501808040	440-534
300400-300400	10000	1501808040-1501810347	535-633
300400-300400	3322	1501810348-1501811238	634-672
300401-300401	10055	1501812181-1501814769	19-129
300401-300401	10005	1501814769-1501817403	130-242
300401-300401	10045	1501817403-1501820153	243-360
300401-300401	10026	1501820154-1501823020	361-483
300401-300401	10043	1501823022-1501826051	484-613
300401-300401	4432	1501826051-1501827444	614-673
300459-300459	10027	1501849064-1501851064	43-128
300459-300459	10052	1501851065-1501852953	129-209
300459-300459	10055	1501852953-1501854817	210-289
300459-300459	5296	1501854818-1501855808	290-332
300461-300461	10007	1501856184-1501858140	1-84
300461-300461	432	1501858141-1501858229	85-88
300462-300462	10042	1501858595-1501860646	1-88
300462-300462	283	1501860646-1501860710	89-91
300463-300463	10011	1501861119-1501863193	1-89
300463-300463	3863	1501863193-1501863990	90-124
300464-300464	10064	1501864468-1501866563	1-90
300464-300464	10076	1501866571-1501869339	91-209
300464-300464	4716	1501869340-1501870419	210-256
300466-300466	10102	1501871103-1501873480	1-102
300466-300466	10005	1501873480-1501875881	103-205
300466-300466	10060	1501875881-1501878515	206-318
300466-300466	10056	1501878515-1501881242	319-435
300466-300466	10057	1501881243-1501884156	436-560
300466-300466	6125	1501884156-1501886081	561-643
300467-300467	10037	1501886390-1501889628	1-139
300467-300467	10029	1501889629-1501892939	140-281
300467-300467	10019	1501892939-1501896435	282-431
300467-300467	7924	1501896436-1501899512	432-563
300497-300497	10118	1501918418-1501920283	28-108
300497-300497	6247	1501920284-1501921514	109-161
300514-300514	10079	1501934540-1501936405	40-120
300514-300514	1969	1501936405-1501936772	121-136
300515-300515	10128	1501937218-1501939105	1-81
300515-300515	10059	1501939106-1501940924	82-159
300515-300515	10041	1501940924-1501942719	160-236
300515-300515	10045	1501942719-1501944583	237-316
300515-300515	10088	1501944584-1501946472	317-397
300515-300515	10071	1501946472-1501948499	398-484
300515-300515	10048	1501948500-1501950551	485-572
300515-300515	10036	1501950551-1501952672	573-663
300515-300515	10050	1501952673-1501954817	664-755
300515-300515	10084	1501954818-1501959829	756-970
300515-300515	4236	1501959829-1501960824	971-1013
300516-300516	9056	1501961410-1501963724	1-100
300517-300517	10083	1501964168-1501969015	1-208
300517-300517	10007	1501969015-1501971812	209-328
300517-300517	10041	1501971813-1501974749	329-454
300517-300517	10025	1501974750-1501977873	455-588
300517-300517	2510	1501977874-1501978689	589-623
300558-300558	10028	1502019008-1502021152	8-99
300558-300558	10051	1502021153-1502023344	100-193
300558-300558	10105	1502023344-1502025675	194-293
300558-300558	10067	1502025675-1502028076	294-396
300558-300558	10049	1502028076-1502030523	397-501
300558-300558	3396	1502030524-1502031449	502-541
300560-300560	10067	1502031795-1502034475	1-115
300560-300560	10042	1502034475-1502037341	116-238
300560-300560	10058	1502037342-1502040255	239-363
300560-300560	10009	1502040256-1502043286	364-493
300560-300560	10015	1502043287-1502046433	494-628
300560-300560	10006	1502046433-1502049907	629-777
300560-300560	4147	1502049907-1502051468	778-844
300574-300574	10098	1502074330-1502076330	17-102
300574-300575	5878	1502076330-1502077884	103-44
300576-300576	10014	1502078929-1502080817	7-87
300576-300576	10023	1502080817-1502082752	88-170
300576-300576	10001	1502082752-1502084687	171-253
300576-300576	10018	1502084687-1502086761	254-342
300576-300576	10016	1502086762-1502088883	343-433
300576-300576	10037	1502088883-1502091027	434-525
300576-300576	10014	1502091028-1502093279	526-622
300576-300576	10076	1502093305-1502095642	623-723
300576-300576	10007	1502095643-1502098044	724-826
300576-300576	10041	1502098044-1502100608	827-936
300576-300576	10008	1502100609-1502103196	937-1047
300576-300576	10027	1502103196-1502105900	1048-1163
300576-300576	3621	1502105900-1502106902	1164-1206
300631-300631	10114	1502120179-1502122710	47-155
300631-300632	9524	1502122711-1502124806	156-16
300633-300633	10041	1502125129-1502127040	1-82
300633-300633	10024	1502127041-1502128975	83-165
300633-300633	10039	1502128975-1502130957	166-250
300633-300633	10098	1502130957-1502133031	251-339
300633-300633	10046	1502133032-1502135199	340-432
300633-300633	1646	1502135200-1502135535	433-447
300635-300635	10079	1502136460-1502138695	1-96
300635-300635	8271	1502138698-1502140544	97-176
300636-300636	10111	1502141023-1502143330	1-99
300636-300636	10012	1502143330-1502145754	100-203
300636-300636	10007	1502145755-1502148225	204-309
300636-300636	10014	1502148226-1502150953	310-426
300636-300636	10055	1502150954-1502153680	427-543
300636-300636	10004	1502153680-1502156501	544-664
300636-300636	10020	1502156501-1502159461	665-791
300636-300636	10050	1502159462-1502162561	792-924
300636-300636	10019	1502162562-1502165825	925-1064
300636-300636	10002	1502165825-1502169321	1065-1214
300636-300636	10019	1502169322-1502172982	1215-1371
300636-300636	10041	1502172982-1502176781	1372-1534
300636-300636	1963	1502176782-1502177667	1535-1572
300674-300675	4610	1502190213-1502191339	1-10
300742-300742	10002	1502212137-1502214158	56-142
300742-300742	10075	1502214167-1502216052	143-223
300742-300742	10012	1502216053-1502217988	224-306
300742-300742	4698	1502217988-1502218850	307-343
300777-300777	10072	1502254130-1502256175	24-111
300777-300777	10058	1502256175-1502258086	112-193
300777-300777	10072	1502258087-1502260045	194-277
300777-300777	10087	1502260045-1502262073	278-364
300777-300777	10055	1502262073-1502264100	365-451
300777-300777	6439	1502264101-1502265427	452-508
300780-300780	10001	1502265681-1502267802	3-93
300780-300780	10010	1502267803-1502270040	94-189
300780-300780	10007	1502270041-1502272697	190-303
300780-300780	2902	1502272698-1502273372	304-332
300785-300785	10093	1502275772-1502278266	1-107
300785-300785	10054	1502278267-1502280783	108-215
300785-300785	10030	1502280784-1502283418	216-328
300785-300785	10017	1502283418-1502286168	329-446
300785-300785	10060	1502286169-1502289036	447-569
300785-300785	10035	1502289036-1502292089	570-700
300785-300785	10076	1502292090-1502295539	701-848
300785-300785	10036	1502295540-1502298873	849-991
300785-300785	10034	1502298874-1502302463	992-1145
300785-300785	6438	1502302463-1502305422	1146-1272
300806-300806	10029	1502315285-1502317360	37-126
300806-300806	10067	1502317360-1502319225	127-206
300806-300806	1041	1502319225-1502319402	207-214
300811-300811	10003	1502319824-1502321735	6-87
300811-300811	10008	1502321735-1502323554	88-165
300811-300811	10053	1502323554-1502325465	166-247
300811-300811	10133	1502325466-1502327493	248-334
300811-300811	10122	1502327494-1502329545	335-422
300811-300811	9914	1502329545-1502331476	423-505
300812-300812	6474	1502331923-1502333248	1-57
300816-300816	10067	1502333684-1502335735	6-93
300816-300816	5023	1502335735-1502336824	94-140
300817-300817	10038	1502337317-1502339741	1-104
300817-300817	10024	1502339741-1502342118	105-206
300817-300817	10069	1502342119-1502344566	207-311
300817-300817	10040	1502344566-1502347806	312-450
300817-300817	3323	1502347807-1502348809	451-493
301046-301046	1789	1502501788-1502503218	162-223
302031-302031	10046	1504080508-1504083654	1-135
302031-302031	10052	1504083655-1504086754	136-268
302031-302031	10011	1504086755-1504090018	269-408
302031-302031	10026	1504090018-1504093444	409-555
302031-302031	10025	1504093445-1504097081	556-711
302031-302038	8887	1504097082-1504103518	712-10
302040-302041	13233	1504103742-1504109344	1-65
302042-302042	10036	1504109531-1504114145	1-198
302042-302042	10013	1504114146-1504119041	199-408
302042-302042	4761	1504119041-1504121499	409-514
302043-302043	9497	1504121716-1504127030	1-228
302131-302131	10030	1504182768-1504186310	71-222
302131-302131	10028	1504186311-1504190040	223-382
302131-302131	10028	1504190041-1504194050	383-554
302131-302131	10010	1504194051-1504198292	555-736
302131-302131	9985	1504198293-1504203117	737-943
302159-302159	7193	1504226336-1504228781	36-140
302163-302163	10029	1504236871-1504240437	35-187
302163-302163	10041	1504240438-1504244144	188-346
302163-302163	10005	1504244144-1504247990	347-511
302163-302163	10021	1504247991-1504252256	512-694
302163-302163	10023	1504252257-1504256685	695-884
302163-302163	10017	1504256685-1504261440	885-1088
302163-302166	9687	1504261441-1504267499	1089-16
302225-302225	10012	1504291301-1504294750	54-201
302225-302225	10006	1504294751-1504298364	202-356
302225-302225	10042	1504298364-1504302350	357-527
302225-302225	10043	1504302350-1504306406	528-701
302225-302225	10069	1504306408-1504310719	702-886
302225-302225	1615	1504310720-1504311581	887-923
302228-302228	10038	1504323070-1504326263	58-194
302228-302228	7259	1504326263-1504328512	195-291
302229-302229	10055	1504328732-1504332018	1-141
302229-302229	10052	1504332019-1504335492	142-290
302229-302229	10004	1504335492-1504339105	291-445
302229-302229	726	1504339105-1504339385	446-457
302240-302240	10003	1504349628-1504352681	1-131
302240-302240	10005	1504352681-1504355991	132-273
302240-302240	10004	1504355992-1504359394	274-419
302240-302240	10047	1504359395-1504362984	420-573
302240-302240	10047	1504362985-1504366714	574-733
302240-302240	10019	1504366714-1504370770	734-907
302240-302240	2637	1504370771-1504372006	908-960
302262-302262	10021	1504409579-1504412363	39-158
302262-302262	10047	1504412363-1504415230	159-281
302262-302262	10002	1504415231-1504418191	282-408
302262-302262	3960	1504418192-1504419453	409-463
302263-302263	10027	1504419691-1504422815	1-134
302263-302263	10019	1504422815-1504426171	135-278
302263-302263	10007	1504426172-1504429598	279-425
302263-302263	10017	1504429599-1504433328	426-585
302263-302263	10016	1504433328-1504437244	586-753
302263-302263	10003	1504437244-1504441323	754-928
302263-302263	10011	1504441324-1504445729	929-1117
302263-302263	6601	1504445730-1504448830	1118-1250
302277-302277	10053	1504478858-1504482374	22-172
